u,g,r,i,class
22.69529,21.6975,20.18566,19.30064,0
26.74355,23.85232,21.95305,20.74261,0
22.72963,22.7791,22.44142,22.24348,0
21.84076,19.11867,17.63223,16.71317,2
21.96435,20.92395,20.80479,20.77792,2
17.6075,16.4271,16.01052,15.85645,2
23.41557,24.2696,21.87784,20.60334,0
21.80514,22.07658,21.35905,20.98649,0
26.49874,24.233,22.59829,20.85958,0
22.82667,21.75933,21.61851,21.8681,1
20.62813,18.77401,17.83216,17.40296,0
22.08515,22.02856,21.16269,20.57465,0
23.01066,22.57065,20.9814,19.96349,0
21.89937,21.33473,20.07303,19.28413,0
23.6557,21.39364,21.19134,20.85648,0
21.99262,20.8465,20.46064,20.03809,1
21.20686,20.29244,20.17511,20.00825,1
21.56235,19.95977,18.41888,17.86257,0
22.40484,21.97641,21.65166,21.21988,2
22.89692,22.10248,22.49764,22.11956,1
20.34176,25.11439,20.74912,24.36181,2
21.27788,16.92952,16.04587,15.73233,2
24.76316,24.32972,20.79831,19.6778,0
18.45058,17.34446,17.08619,17.00438,2
21.71027,20.87718,19.56503,18.80988,0
20.41217,18.5435,17.5681,17.12751,0
23.62638,22.10727,20.32743,19.53005,0
14.50678,12.67902,11.74664,11.29956,0
20.16539,18.29933,17.12438,16.63482,0
21.18754,20.7985,20.68978,20.45347,1
19.42308,18.17994,17.48728,17.09057,0
19.54121,18.2247,17.59404,17.23429,0
22.83285,21.92401,20.26154,19.3331,0
23.45446,22.50689,20.98446,19.92418,0
24.918,22.60271,21.71544,20.68674,1
25.33134,22.50283,20.6297,19.63564,0
19.64683,19.33001,19.35089,19.14897,1
21.7982,20.76785,20.62764,20.53294,2
22.6843,22.01905,21.49395,20.75884,0
22.09203,21.39787,20.44382,19.59868,0
20.97528,20.95329,20.52719,20.5189,1
19.95871,17.93555,16.86995,16.39693,0
21.95656,22.25636,22.14716,21.63078,1
22.43722,21.91824,21.99326,21.80699,0
23.11794,21.12142,19.88518,19.06411,2
22.03778,21.88372,21.87468,21.91276,1
21.98928,21.2789,21.20255,21.45407,1
17.90441,16.9434,16.55692,16.40636,2
19.547,19.42346,19.54753,19.75559,1
21.18859,20.23823,19.86539,19.65609,2
23.88745,22.46016,22.00888,21.40424,0
22.94049,22.23477,20.5795,19.4986,0
20.84268,19.6257,18.64035,18.06281,0
22.9161,22.09029,21.58207,21.52661,1
18.71803,17.53984,17.49006,17.54269,2
20.87039,18.70633,17.58562,17.11231,0
20.8204,20.50071,20.29309,20.33556,1
19.70008,16.95837,15.52574,14.77713,2
21.75769,19.75027,18.27261,17.69542,1
21.97783,20.9459,19.56399,18.98417,0
20.13096,19.35077,18.80762,18.47994,0
20.6659,20.21041,19.72536,19.45792,0
24.64405,21.90515,20.47272,19.92982,0
19.19347,17.19291,16.11693,15.64415,0
26.648,22.85795,21.07606,19.81504,0
19.307,17.68115,17.0927,16.89352,2
23.8628,22.0414,21.73011,21.91036,0
24.83036,21.90008,21.51232,21.51287,2
25.18055,22.60741,21.17496,19.85736,0
22.59456,20.70632,20.339,20.14856,1
19.99763,18.63307,18.0657,17.8681,2
23.04497,22.78391,20.85637,19.818,0
22.76601,22.32952,21.72029,21.36999,1
20.85704,18.217,17.05297,16.55425,0
23.70864,22.1571,20.41009,19.40676,0
22.65304,15.94317,15.04931,14.92888,0
20.30735,18.56192,17.75618,17.24748,0
21.77027,21.00959,20.59362,20.56682,1
21.88201,21.20813,21.0488,21.0058,2
20.58764,18.73306,17.94437,17.65675,2
15.38325,14.37224,13.87742,13.62063,0
19.33072,18.28582,17.97775,17.68595,0
21.38098,21.2178,21.03147,20.6805,1
19.63187,18.33121,17.73535,17.41135,0
23.19149,22.02947,20.50893,19.64738,0
22.51962,22.38441,21.93124,20.93756,0
20.43803,20.07368,19.83997,19.71325,1
24.66855,23.32083,22.27531,20.75125,0
21.28511,21.06287,20.01588,19.19194,0
22.0137,21.62079,21.09253,20.9575,0
20.85589,17.57342,16.54864,16.06676,0
18.92354,18.94119,18.81064,18.9043,1
22.02772,20.69258,20.36897,20.25635,2
21.93529,22.13222,22.05232,22.41619,1
23.74401,20.92789,19.12357,18.48026,0
23.47179,22.73405,20.9967,19.88083,0
22.19248,21.65318,21.55365,21.19923,1
18.25675,17.11764,16.57308,16.15882,0
12.2624,10.51139,10.06854,13.41786,2
21.80359,21.8219,21.67947,21.31866,1
18.336,16.14868,15.28052,15.00371,2
21.38101,20.98414,20.72197,20.455,1
22.31294,21.60053,21.40095,21.12859,2
24.47128,22.10757,21.69863,21.21048,1
25.86662,21.51355,21.23308,21.16498,2
20.84956,18.3834,16.91068,15.55644,2
18.2354,16.83241,16.33695,16.16904,2
19.17331,17.70705,17.1676,16.95555,2
25.71928,23.79805,21.87667,20.77137,2
19.80033,19.38521,18.96642,18.74583,1
19.87662,19.80396,19.94195,19.50212,1
22.06997,20.18502,19.48233,19.23094,2
24.053,22.3102,21.27334,21.50017,2
24.79443,23.18709,22.23628,21.02901,0
16.52396,15.08172,14.49297,14.57697,2
22.64974,23.04219,21.40016,20.2969,0
26.85815,22.54651,21.06155,19.5967,0
23.16047,21.46757,19.7261,18.91863,0
19.32882,17.74776,17.20266,16.84541,0
21.66131,21.16661,20.92648,20.92051,1
24.59174,21.61404,21.14651,20.87358,2
21.22266,18.71479,17.68428,17.21531,0
20.92804,19.23103,18.19844,17.77322,0
24.84983,22.18319,20.75953,19.78269,0
22.0347,21.32819,20.6039,19.74233,0
21.44128,21.44801,21.26356,22.03011,1
19.55502,18.20165,18.12979,18.15924,2
24.63354,22.57119,20.81949,19.98159,0
20.71528,20.45272,20.31318,20.2849,1
19.52016,19.37607,19.39837,19.12242,1
21.26826,20.65589,20.62843,20.57202,1
21.56044,20.77392,20.1945,19.85361,1
20.90216,20.2196,20.02117,20.03451,1
26.57392,24.48682,21.77896,20.44196,0
23.1196,21.59822,21.49428,21.69185,2
24.67049,22.69716,20.92922,19.67669,0
22.15063,23.29415,21.71786,20.64114,0
21.26784,20.00518,19.7276,19.67093,2
20.36017,18.33892,17.1249,16.59945,0
17.38224,16.59544,16.32173,16.17669,0
20.2608,18.92263,18.40412,18.20615,2
20.72291,19.62347,18.96095,18.58632,0
25.63991,22.31966,20.48432,19.46057,0
22.56037,21.86434,21.66339,21.35017,1
21.99341,21.53926,21.21225,20.77555,0
20.99787,20.26787,19.86458,19.48926,1
18.59344,17.00244,16.16719,15.75545,0
22.44452,22.19777,21.85963,21.51307,1
25.67302,23.59485,21.78617,20.76628,0
26.57228,22.44027,20.68271,19.6375,0
20.35067,18.8182,18.19887,17.9889,2
18.97377,17.97432,17.61438,17.47351,2
21.52682,21.02522,20.80225,21.1145,1
20.34417,18.71322,17.76624,17.2683,0
19.69032,19.59339,19.42369,19.48152,1
21.10993,20.44384,20.16087,20.11641,2
20.23143,20.14809,20.26462,19.98576,1
21.42401,19.8392,19.62078,19.44525,1
22.10184,21.90409,21.91416,21.40297,1
22.61909,22.84311,22.74048,21.24942,0
24.32672,22.01233,21.55617,21.48787,2
25.23901,21.51457,20.13188,19.39405,0
18.56016,17.52552,16.99465,16.64479,0
19.69538,18.23358,17.79402,17.46262,0
23.06522,21.43696,21.24364,21.45175,1
19.3077,17.4872,16.57506,16.11161,0
25.98848,21.6673,20.06056,19.09679,0
23.79936,22.59436,20.90678,19.78785,0
23.82334,22.35275,21.38701,21.06436,1
22.55681,24.06457,21.97327,20.85858,1
16.79808,17.0765,17.4786,17.68694,2
20.58022,18.25469,17.22752,16.8084,2
22.49134,21.92015,20.36377,19.42703,0
22.46249,20.97448,19.27367,18.49027,0
25.70971,21.8021,20.22696,19.42652,0
22.808,22.25895,20.5468,19.70737,0
25.13664,25.44611,21.88611,20.76051,0
20.48615,20.91365,20.37291,19.68497,0
21.88469,20.97877,20.69467,20.64462,2
25.74215,24.15713,22.3714,19.84962,2
20.90754,18.8522,17.53563,17.04712,0
22.70151,20.67694,18.89834,18.32139,0
26.2465,22.27078,21.79929,21.72501,2
20.32276,19.99905,19.88439,19.97933,1
18.87832,17.84703,17.42839,17.23359,2
21.35097,21.16947,20.9614,20.70175,1
21.42492,20.8201,20.54859,20.58424,2
22.91633,22.27456,21.90964,21.79749,1
19.72687,19.27268,19.12389,18.86549,1
19.43538,17.79474,16.77632,16.33754,0
21.36783,21.29187,20.90474,20.84324,1
25.92216,21.537,19.85908,19.04902,0
22.36399,22.67505,21.79275,21.62802,0
25.26345,21.3699,19.57962,18.56678,0
25.93329,23.84709,21.6176,20.39073,0
25.89091,22.35982,21.20807,20.20315,0
20.6515,18.3411,17.17142,16.68579,0
18.38793,16.96296,16.24458,15.84184,0
22.98428,22.40703,21.73932,21.24185,0
20.07544,20.0566,19.92584,19.96345,1
21.59444,21.69951,21.50479,21.57689,1
22.75981,20.89949,19.5837,18.9984,2
23.62364,24.15573,22.83459,22.74331,0
22.94492,22.6824,22.07153,21.51759,0
23.10215,21.65683,20.98089,20.62793,0
21.04037,20.98707,20.66995,20.2942,1
22.24034,21.38082,20.10729,19.35451,0
23.35047,21.96996,20.28728,19.45238,0
21.85584,21.50451,21.47458,21.01471,1
21.46704,21.41618,21.30953,21.28517,1
19.70158,18.29614,17.63238,17.24986,0
23.37947,21.46604,20.97561,19.44518,2
22.0068,21.9048,21.27581,21.10298,1
20.16987,18.47615,17.53947,17.10745,0
26.00103,25.11369,22.40062,21.07399,2
22.22049,20.2309,19.56878,19.38309,2
26.04277,24.09969,22.38256,22.6211,0
23.39453,23.26159,21.66184,20.55331,0
21.49166,20.43486,20.5793,20.06242,2
22.17311,21.70686,20.60859,19.81581,0
19.89543,18.14126,17.05689,16.55426,0
24.75915,23.90367,22.71548,21.3539,0
24.22357,23.43502,21.75569,20.72521,0
23.45345,22.16742,20.49558,19.3169,0
16.22396,14.97773,14.57298,14.35914,0
20.02091,19.49857,20.29646,19.29203,0
21.80116,20.61974,20.58398,20.59613,2
21.61217,20.27589,20.02615,19.90729,2
18.93955,17.94502,17.48259,17.22731,0
21.87414,21.10217,21.30409,21.1015,1
20.98344,19.56104,18.94469,18.69208,2
20.79273,20.41756,19.80796,19.67338,1
23.33428,22.2343,20.74029,19.51495,2
17.64446,16.77458,16.526,16.43462,2
20.05145,18.42496,17.76345,17.53189,2
21.37895,20.47212,20.27261,20.26081,2
22.37564,20.32608,19.30145,18.87222,2
19.02201,18.98588,19.37888,19.59725,2
22.00262,18.93638,17.56039,17.03002,0
21.49383,21.2052,21.42755,21.16493,1
20.58657,20.31634,20.15969,20.09626,1
22.47456,21.79775,21.61338,21.50538,2
20.37626,19.54555,19.41892,19.26794,1
21.96101,19.45186,17.99124,16.47409,2
21.4538,21.08458,20.79728,20.65149,1
20.48215,20.31443,20.33795,20.09007,1
23.07508,22.13287,20.87394,19.83326,0
23.29637,23.0376,21.34349,20.36038,0
18.60496,17.72086,17.38395,17.27191,2
22.00481,22.17173,21.60926,21.58557,2
20.89273,20.56624,20.32522,20.02284,1
17.70803,16.86243,16.56471,16.47062,2
22.53839,21.37432,21.14792,21.23596,2
24.70864,23.69669,21.30926,20.01027,0
19.58965,18.0764,17.35863,16.97916,0
23.01206,21.70306,21.71387,21.71983,1
19.11377,18.05792,17.71951,17.5643,2
25.96591,23.55696,21.88801,20.79776,0
19.94885,19.06435,18.68694,18.4973,2
18.09755,16.26389,15.50383,15.25691,2
17.29162,16.34415,16.04406,15.92292,2
18.93014,16.50531,15.43548,15.05905,2
26.0765,23.66768,21.68513,20.31371,0
18.86368,17.89995,17.60439,17.47556,2
20.38576,19.41591,19.22445,19.0477,0
21.80164,20.61589,22.71747,16.95899,2
23.91305,24.1015,20.59212,19.44992,0
19.39391,17.46541,16.44263,15.91968,0
23.67329,20.81904,20.16151,19.91818,1
18.90484,17.84406,17.46744,17.31045,2
22.84236,22.64825,20.86686,19.78275,0
19.98029,18.49954,17.80095,17.34398,0
22.01055,21.10777,19.1948,18.5648,0
21.19537,20.69259,20.68308,20.5813,1
22.88326,20.58767,20.11757,19.87056,2
23.28937,22.37743,21.05148,20.1478,0
19.78008,18.31931,17.72883,17.39308,0
23.28301,21.94027,20.46447,19.36302,0
20.20138,19.20644,18.79508,18.66495,2
18.4219,17.32612,16.87404,16.57973,0
19.16198,17.87104,17.14451,16.74346,0
19.86492,18.76336,18.02224,17.61247,0
19.16801,17.60003,16.68835,16.16175,0
23.66371,22.52695,21.8214,21.19964,0
23.65639,21.7572,21.41242,21.23481,2
18.10957,16.82469,16.32446,16.12069,2
24.26912,22.66252,22.06944,21.84573,0
19.8301,18.57938,18.09822,17.91106,2
18.214,17.41439,17.18913,17.01783,0
22.56454,21.01826,20.38719,20.13733,2
22.44145,23.03055,21.23668,20.21327,0
27.04177,24.0488,21.52845,20.52592,0
20.10182,19.77706,19.52616,19.39598,1
19.61943,18.82762,18.51845,18.29132,0
21.97994,22.06296,21.5613,21.83941,1
20.26596,19.70251,19.54507,19.35128,1
23.77095,21.32989,20.18133,19.38661,0
20.41794,20.70189,20.34107,20.22674,1
21.93986,21.43036,21.25864,21.02388,1
25.01169,22.36769,20.99971,19.385,0
24.50909,20.98941,19.72821,19.20327,2
24.23773,21.94045,20.48592,19.61385,0
20.34366,20.17749,19.97965,19.83944,1
23.6874,22.06999,20.48254,19.61552,0
19.24163,17.56651,16.63568,16.19748,0
18.53506,16.97856,16.36234,16.16015,2
17.16221,15.59097,15.01514,14.78704,2
18.79402,17.42762,17.58082,17.69563,2
26.52655,23.18381,21.56706,20.26913,0
23.95868,22.37059,20.42937,19.48207,0
22.02171,21.20266,20.9712,20.80016,2
25.73889,21.50509,20.09907,19.31517,0
20.92505,20.73211,20.7558,20.44299,1
23.30383,21.19451,20.33747,20.0134,2
18.89875,18.152,17.93439,17.71705,0
21.18711,19.65211,18.83678,18.32561,0
20.2505,19.66909,19.47472,19.45814,2
23.30401,20.59578,19.96691,19.66303,2
19.91135,18.4834,17.4912,16.97628,0
19.68581,18.15336,17.00251,16.49952,0
20.39029,18.73561,17.73394,17.24418,0
26.30426,21.99829,20.3015,19.51805,0
25.95171,21.8174,20.32132,19.24893,0
19.9012,18.30097,17.4325,17.02657,0
23.17668,23.20415,21.35923,19.914,0
24.5451,22.29705,21.13853,19.8053,0
23.07477,21.86015,20.24885,19.31269,0
22.92485,21.52222,21.2537,20.1864,0
20.44331,19.4522,19.07304,18.74404,0
19.56115,18.63662,18.06582,17.72995,0
23.03137,22.09719,21.51033,21.78807,0
18.49252,17.31516,17.00533,16.93077,2
24.13832,22.24354,22.16937,22.36152,2
26.76587,22.86584,22.36027,20.70642,0
17.38635,16.42371,16.12971,16.01535,2
16.41401,15.4792,15.25626,15.14567,2
23.52705,24.89976,22.85657,21.41175,2
26.21443,21.02743,19.2247,18.55842,0
24.61026,21.97936,20.28962,19.38094,0
19.20997,18.8972,18.81041,18.93487,1
24.38503,24.66551,22.35443,20.72149,0
22.99666,20.32307,18.96392,18.37845,2
22.11757,22.07163,21.73863,21.50809,1
23.4631,23.39319,21.6137,20.50282,0
24.24154,21.71421,20.24306,18.76576,2
21.22322,20.54361,20.3903,20.25499,1
22.46008,21.55679,21.04517,20.82371,2
23.26997,20.70087,18.93693,18.24376,0
22.70825,20.64824,19.00087,18.33197,0
21.13965,20.10123,19.42833,19.01945,0
23.7304,23.01944,21.29609,20.28498,0
22.90133,21.81304,21.68406,21.60767,1
24.12581,22.61959,22.31841,22.25586,0
21.20251,21.14745,21.04534,21.28723,2
20.25443,19.06149,18.46706,18.14732,0
22.30285,20.87949,20.63681,20.49977,2
22.01378,19.53664,18.15069,17.52714,2
23.07709,20.49502,19.12347,18.5895,0
24.63465,21.80328,21.0623,19.89718,2
21.24013,20.86648,20.69744,20.46719,1
22.91008,20.90542,19.14154,18.50224,0
21.3711,19.87179,18.34938,17.81019,0
17.94942,16.89151,16.53806,16.41586,2
22.59679,20.54517,18.96582,18.26167,0
22.19049,19.84893,18.31069,17.74755,0
21.34636,19.4262,17.95205,17.3953,0
23.45315,19.46765,18.03884,17.3258,2
22.96463,21.68309,21.49664,20.93259,1
22.89137,24.34437,22.62367,21.35632,0
21.75724,21.74301,21.43028,21.32363,1
21.44423,21.08337,21.08844,21.05737,1
21.13552,20.80725,20.72596,20.69609,1
21.83542,20.76149,20.68023,20.42158,1
20.29969,19.90031,19.55945,19.04077,1
21.89997,21.19056,21.26959,21.13625,1
19.54794,18.09133,17.45731,17.21564,0
19.45871,18.23071,17.69747,17.3489,0
25.20692,21.99953,20.50038,19.62802,2
20.69345,18.85099,17.66393,17.20846,0
22.40913,21.24922,20.01589,19.21125,2
21.04837,19.62007,19.07177,18.85227,2
21.88738,20.26743,19.68645,19.4891,2
24.28407,23.59125,21.70512,20.50923,0
22.46116,22.53096,21.09681,20.05581,1
22.94412,23.38496,22.61035,21.69764,0
23.96722,22.90394,22.01126,20.81828,2
24.63471,23.82445,22.44803,21.60295,0
20.39901,18.59985,17.67891,17.26469,0
21.27715,18.84398,18.23928,17.79078,1
21.77005,20.87401,20.31184,19.90574,0
22.92118,22.5514,21.87543,20.83576,0
17.78,16.43316,15.85513,15.61694,2
21.41625,19.49539,18.07574,17.54542,0
23.20646,22.55347,21.84918,21.23251,2
19.43023,19.2591,19.22428,18.85625,1
21.72301,20.98268,21.00883,20.69361,1
18.42997,17.43559,17.07441,16.93399,2
19.46321,17.9222,17.36186,17.17762,2
23.75823,21.98537,21.96441,22.09567,1
24.51516,23.4705,22.36613,21.89153,0
21.39976,20.94308,21.16722,21.4377,0
24.40072,24.24683,21.90377,20.78923,2
17.26491,16.00246,15.79299,15.68303,2
23.10352,22.3208,21.91491,21.36147,0
23.26449,20.51237,18.87771,18.16995,0
20.62612,20.42119,20.27103,19.90689,1
24.00222,21.50824,19.91146,19.10791,0
21.02883,18.1531,17.08265,16.70733,2
24.09018,22.04068,20.31516,19.43632,0
22.39904,21.62309,19.63358,18.8961,0
21.73311,20.55712,18.88284,18.24584,0
21.83316,21.02861,20.11611,19.54847,0
24.27816,21.67417,21.58473,21.46537,1
18.83442,17.07478,16.15674,15.67515,0
22.28389,21.94972,21.4339,20.75136,0
20.99916,20.47352,20.4322,20.47462,2
20.16213,20.07416,20.11771,19.86264,1
23.14452,22.98633,22.26333,21.68044,0
23.10448,22.09816,21.79874,21.73783,0
20.66558,19.03144,18.2415,17.81404,0
22.1482,19.95971,18.51687,17.97942,0
26.19161,22.84538,21.06348,20.00792,0
24.02574,22.75825,20.91304,19.59585,2
20.49634,19.31706,18.58822,18.19325,0
21.94645,20.88205,19.71099,19.31448,1
25.80695,23.38806,21.95662,20.31804,2
19.92291,17.63662,16.71642,16.40489,2
24.16386,21.68877,20.26772,19.29894,0
18.35698,17.56696,17.32209,17.20346,0
25.99128,24.38449,22.16711,20.9693,0
23.20703,22.90751,20.84296,19.59539,0
20.1345,19.27422,18.70735,18.30254,0
20.67946,19.99331,19.74934,19.73754,1
20.77542,19.95,19.63273,19.58759,1
22.1777,21.58529,20.19267,18.86904,0
24.61937,22.74943,21.33821,19.97419,0
22.58142,23.38234,22.41794,21.23744,0
22.92927,21.93312,20.38383,19.42623,0
21.56509,19.76706,19.02459,18.73123,2
21.81643,21.68437,21.17488,20.66242,1
20.31652,20.32753,20.50726,20.15361,1
22.19458,20.63886,19.72647,19.28308,2
19.45902,17.53192,16.44928,15.97031,0
23.00928,21.30943,20.26582,19.55186,0
20.32955,19.31898,18.70107,18.32115,0
18.58537,17.23469,16.57324,16.18271,0
19.1547,18.97106,19.28721,19.54409,2
18.06315,16.95913,16.5308,16.22726,0
18.2578,16.3184,15.41086,14.96964,0
20.97719,18.8859,17.67646,17.13241,0
21.48691,20.49186,20.55755,20.28756,1
24.63468,21.43007,21.78201,20.83166,1
20.18745,19.12483,18.71925,18.57978,2
20.52822,18.78474,17.76071,17.32908,0
22.04315,19.26164,17.78413,16.77652,2
21.73645,20.90827,20.82277,20.93766,1
23.31337,22.75053,22.96469,21.46755,0
23.69065,22.13932,22.29645,23.06944,0
23.28943,23.26831,21.99218,21.24362,1
21.4675,21.09866,21.228,21.05358,1
19.29486,18.50229,18.54668,18.39184,1
24.79226,24.52288,23.7377,21.77354,0
19.21897,17.35144,16.41032,15.97485,0
23.97206,22.08543,20.45389,19.52757,0
25.7013,20.57803,18.91094,18.29798,0
22.87448,22.45275,20.73907,19.76962,0
23.78104,24.82569,21.75267,20.50132,0
23.46513,22.82916,21.12471,20.0092,0
24.31721,21.24534,19.45194,18.71287,0
17.57712,16.5763,16.20852,16.05378,2
21.37012,20.92775,20.90331,20.88735,1
19.29401,18.39978,18.09951,17.99964,2
21.20215,21.18711,21.08228,20.91493,1
20.54912,18.03564,17.0186,16.57098,2
20.83485,20.28037,19.82153,19.68873,1
22.02972,21.17018,19.7825,19.01077,0
24.53591,23.05776,21.67979,20.50881,0
23.11676,22.16822,22.50416,22.42637,1
18.12821,18.09136,17.81938,17.69071,1
21.27836,20.52586,19.82308,19.58027,0
24.68051,22.66949,21.03874,20.01576,0
23.56268,22.42387,20.94708,19.91384,0
22.81497,21.50225,21.65439,21.33349,2
18.33262,16.29118,15.3018,14.81997,0
25.67318,22.51983,21.05232,19.83471,0
22.33564,21.64034,21.62144,21.25673,1
22.86908,21.19382,20.95153,21.22248,1
21.35594,20.4706,19.96664,19.7953,2
21.69538,21.87833,21.32924,21.47941,1
20.31039,21.35,27.39709,19.95956,1
19.97097,19.72373,19.39202,19.1876,1
17.653,15.48678,14.63353,14.33236,2
23.62414,22.16234,20.772,19.77381,0
22.08364,21.30634,20.10919,19.34709,0
25.15433,22.21756,22.28711,21.46276,0
22.4826,22.40519,21.90947,21.5392,0
23.79545,23.02423,22.69093,21.82784,0
21.79578,21.76346,21.21998,21.26631,1
22.96328,21.90716,20.30893,19.30916,0
18.67388,17.38331,16.55979,16.13892,0
20.30293,20.29231,20.13811,20.05382,1
18.97704,18.10361,17.84162,17.75269,2
21.52035,21.17628,21.02519,20.93739,1
20.821,18.86972,17.43198,16.81318,0
22.3064,19.76753,18.54756,18.02753,0
18.8315,17.22149,16.29404,15.78251,0
21.84097,19.62975,18.15172,17.62858,0
19.33516,18.16015,17.65366,17.38692,0
23.70576,21.77505,21.33201,21.59389,2
21.20937,21.21075,21.39538,21.30604,1
21.70443,21.21254,21.09953,21.02668,1
21.30713,20.29366,19.95556,19.87092,2
21.97492,20.5012,19.93161,19.84862,2
19.72125,18.37351,17.83084,17.63008,2
24.11751,22.11181,20.32587,19.4731,0
18.62638,17.50801,17.13787,17.01153,2
19.5295,18.82994,18.67339,18.52459,0
20.28347,20.31042,20.64847,20.87851,2
21.96908,21.25617,20.56748,20.09353,1
21.76281,21.50746,21.34127,21.01998,1
19.86574,19.71989,19.4697,19.43253,1
19.40448,18.27393,17.85946,17.71594,2
22.34653,22.6069,21.73835,20.95407,0
20.2358,18.41075,17.56885,17.18427,0
19.73178,19.15527,18.2238,17.73227,1
20.71225,18.76837,17.70129,17.2184,0
19.55565,18.58738,18.27502,18.12444,2
19.82227,19.02449,18.9215,18.80526,1
21.74669,20.87949,20.72493,20.60872,2
17.16551,15.84744,15.42733,15.33959,2
22.464,21.91114,21.80982,21.83537,1
24.02612,22.7971,21.38353,19.47638,2
22.16192,19.29768,17.82411,17.28342,0
23.19461,22.20934,21.08474,20.02185,0
19.20346,18.12022,17.64951,17.44617,2
22.60456,21.98788,20.64466,19.69629,0
22.94206,21.44684,19.461,18.82856,0
27.80917,23.03259,21.43746,20.41744,0
18.97361,18.57146,18.40697,18.30797,1
22.53947,21.09439,20.4267,20.05024,1
21.95069,21.49553,21.30514,21.05128,1
22.46639,23.59152,21.65757,20.54868,2
21.4324,21.40776,21.45235,20.98886,1
24.63247,23.57065,22.00235,20.74329,2
22.0988,21.26525,21.04998,20.97239,2
23.39196,22.40963,20.72579,19.85682,0
22.68135,21.40377,20.85025,20.62904,2
25.7923,22.41243,20.50286,19.63904,0
21.16491,20.62322,20.55728,20.5775,1
19.96461,18.51682,17.96311,17.70049,2
22.49176,20.25299,18.62829,18.03148,0
17.64491,16.27428,15.7423,15.55049,2
20.91092,18.99069,17.67178,17.14658,0
18.57688,17.41072,17.02955,16.75607,0
19.27304,17.27488,16.37395,15.95327,0
22.88737,21.5159,21.25041,21.00698,1
24.64405,21.29001,20.60793,20.38628,2
18.93084,17.21657,16.42866,16.10467,2
21.57262,21.35541,21.20465,20.78207,1
23.12181,23.07676,21.64839,20.46365,0
21.40865,20.0029,19.86792,19.74754,1
16.91582,15.73769,15.19925,15.03678,2
